Gene,RRquadrant,Sample
Kcnip4,upup,neuron_cluster_0
Nrg3,upup,neuron_cluster_0
Robo1,upup,neuron_cluster_0
Tenm2,upup,neuron_cluster_0
Meg3,upup,neuron_cluster_0
Magi2,upup,neuron_cluster_0
Dlg2,upup,neuron_cluster_0
Nkain2,upup,neuron_cluster_0
Ccser1,upup,neuron_cluster_0
4930555F03Rik,upup,neuron_cluster_0
Kcnd2,upup,neuron_cluster_0
Grm7,upup,neuron_cluster_0
Adarb2,upup,neuron_cluster_0
Ralyl,upup,neuron_cluster_0
Phactr1,upup,neuron_cluster_0
Dcc,upup,neuron_cluster_0
Grid2,upup,neuron_cluster_0
Lrrtm4,upup,neuron_cluster_0
Kirrel3,upup,neuron_cluster_0
Galntl6,upup,neuron_cluster_0
Dab1,upup,neuron_cluster_0
Erc2,upup,neuron_cluster_0
Kcnb2,upup,neuron_cluster_0
Ube3a,upup,neuron_cluster_0
Mdga2,upup,neuron_cluster_0
Sgcd,upup,neuron_cluster_0
Asic2,upup,neuron_cluster_0
Syt1,upup,neuron_cluster_0
Erbb4,upup,neuron_cluster_0
Ctnna3,upup,neuron_cluster_0
Grip1,upup,neuron_cluster_0
Lrfn5,upup,neuron_cluster_0
Gm20642,upup,neuron_cluster_0
Gm48091,upup,neuron_cluster_0
Pde4d,upup,neuron_cluster_0
4930587E11Rik,upup,neuron_cluster_0
Csmd3,upup,neuron_cluster_0
Kcnq5,upup,neuron_cluster_0
Gabrb2,upup,neuron_cluster_0
Dlgap1,upup,neuron_cluster_0
Gm2516,upup,neuron_cluster_0
Egfem1,upup,neuron_cluster_0
Sntg1,upup,neuron_cluster_0
Grik2,upup,neuron_cluster_0
Nell1os,upup,neuron_cluster_0
Lhfpl3,upup,neuron_cluster_0
Zfp804a,upup,neuron_cluster_0
4930445B16Rik,upup,neuron_cluster_0
Cntn5,upup,neuron_cluster_0
Nrg3os,upup,neuron_cluster_0
Gm26713,upup,neuron_cluster_0
Unc5d,upup,neuron_cluster_0
C130073E24Rik,upup,neuron_cluster_0
Grm5,upup,neuron_cluster_0
Nav2,upup,neuron_cluster_0
Gria4,upup,neuron_cluster_0
4930419G24Rik,upup,neuron_cluster_0
Hdac8,upup,neuron_cluster_0
Mir99ahg,upup,neuron_cluster_0
8030451O07Rik,upup,neuron_cluster_0
Tenm1,upup,neuron_cluster_0
Nav3,upup,neuron_cluster_0
Tenm4,upup,neuron_cluster_0
Auts2,upup,neuron_cluster_0
Cadm2,upup,neuron_cluster_0
A330015K06Rik,upup,neuron_cluster_0
1700111E14Rik,upup,neuron_cluster_0
Adcy8,upup,neuron_cluster_0
Tenm3,upup,neuron_cluster_0
Nrxn3,upup,neuron_cluster_0
Xkr4,upup,neuron_cluster_0
Gm45323,upup,neuron_cluster_0
Rgs7,upup,neuron_cluster_0
Naaladl2,upup,neuron_cluster_0
Chrm3,upup,neuron_cluster_0
Epha6,upup,neuron_cluster_0
Cdh13,upup,neuron_cluster_0
Khdrbs2,upup,neuron_cluster_0
Etl4,upup,neuron_cluster_0
Grin2a,upup,neuron_cluster_0
Shroom3,upup,neuron_cluster_0
Gm21798,upup,neuron_cluster_0
Klhl29,upup,neuron_cluster_0
Gm26871,upup,neuron_cluster_0
5530401A14Rik,upup,neuron_cluster_0
Lrrc7,upup,neuron_cluster_0
Gm28905,upup,neuron_cluster_0
Kcnh7,upup,neuron_cluster_0
Brinp3,upup,neuron_cluster_0
Sorbs2os,upup,neuron_cluster_0
Zfp385b,upup,neuron_cluster_0
Mef2c,upup,neuron_cluster_0
Iqch,upup,neuron_cluster_0
4930567K20Rik,upup,neuron_cluster_0
5730522E02Rik,upup,neuron_cluster_0
Dgki,upup,neuron_cluster_0
Alk,upup,neuron_cluster_0
Schip1,upup,neuron_cluster_0
Elmo1,upup,neuron_cluster_0
Oxt,downdown,neuron_cluster_0
Avp,downdown,neuron_cluster_0
Apoe,downdown,neuron_cluster_0
Pltp,downdown,neuron_cluster_0
Ccdc153,downdown,neuron_cluster_0
Tmem212,downdown,neuron_cluster_0
Ptgds,downdown,neuron_cluster_0
Gm29683,downdown,neuron_cluster_0
Nnat,downdown,neuron_cluster_0
Ninj2,downdown,neuron_cluster_0
Gm9970,downdown,neuron_cluster_0
St18,downdown,neuron_cluster_0
Sorcs2,downdown,neuron_cluster_0
Slc1a3,downdown,neuron_cluster_0
Armc4,downdown,neuron_cluster_0
Gm867,downdown,neuron_cluster_0
Krt18,downdown,neuron_cluster_0
Ccdc121,downdown,neuron_cluster_0
Klk8,downdown,neuron_cluster_0
Bhlhe22,downdown,neuron_cluster_0
Cd37,downdown,neuron_cluster_0
Myof,downdown,neuron_cluster_0
Itih3,downdown,neuron_cluster_0
Fbln1,downdown,neuron_cluster_0
2010001K21Rik,downdown,neuron_cluster_0
Sgk2,downdown,neuron_cluster_0
Nme3,downdown,neuron_cluster_0
Arsb,downdown,neuron_cluster_0
Cldn5,downdown,neuron_cluster_0
Slc2a1,downdown,neuron_cluster_0
Layn,downdown,neuron_cluster_0
Gm11844,downdown,neuron_cluster_0
Lrrc46,downdown,neuron_cluster_0
Eif4ebp1,downdown,neuron_cluster_0
Topaz1,downdown,neuron_cluster_0
Smim3,downdown,neuron_cluster_0
6030468B19Rik,downdown,neuron_cluster_0
BC035044,downdown,neuron_cluster_0
Armh1,downdown,neuron_cluster_0
Gm20757,downdown,neuron_cluster_0
Insc,downdown,neuron_cluster_0
Rmst,downdown,neuron_cluster_0
Nfib,downdown,neuron_cluster_0
Cfap52,downdown,neuron_cluster_0
Egflam,downdown,neuron_cluster_0
Slpi,downdown,neuron_cluster_0
Fsd2,downdown,neuron_cluster_0
Chaf1b,downdown,neuron_cluster_0
Ms4a6d,downdown,neuron_cluster_0
1700012P22Rik,downdown,neuron_cluster_0
Gm17102,downdown,neuron_cluster_0
Slc39a12,downdown,neuron_cluster_0
Zfp853,downdown,neuron_cluster_0
Capn3,downdown,neuron_cluster_0
Itpr3,downdown,neuron_cluster_0
Prox1,downdown,neuron_cluster_0
Sardhos,downdown,neuron_cluster_0
Lpo,downdown,neuron_cluster_0
Gm34623,downdown,neuron_cluster_0
Cd300a,downdown,neuron_cluster_0
C230035I16Rik,downdown,neuron_cluster_0
Gm16675,downdown,neuron_cluster_0
Efcab11,downdown,neuron_cluster_0
Ulbp1,downdown,neuron_cluster_0
Irx5,downdown,neuron_cluster_0
Des,downdown,neuron_cluster_0
Hk2,downdown,neuron_cluster_0
Gm30075,downdown,neuron_cluster_0
Arhgap25,downdown,neuron_cluster_0
Unc5cl,downdown,neuron_cluster_0
Gm2629,downdown,neuron_cluster_0
Gm10643,downdown,neuron_cluster_0
Gucy2f,downdown,neuron_cluster_0
Tmcc3,downdown,neuron_cluster_0
Spon1,downdown,neuron_cluster_0
Slc22a8,downdown,neuron_cluster_0
Ppfibp1,downdown,neuron_cluster_0
Arhgap8,downdown,neuron_cluster_0
Agtr1a,downdown,neuron_cluster_0
Trp63,downdown,neuron_cluster_0
Rsad2,downdown,neuron_cluster_0
4930467D21Rik,downdown,neuron_cluster_0
Il10ra,downdown,neuron_cluster_0
Avil,downdown,neuron_cluster_0
Bmp4,downdown,neuron_cluster_0
Cd33,downdown,neuron_cluster_0
1700018A04Rik,downdown,neuron_cluster_0
P2ry6,downdown,neuron_cluster_0
Susd3,downdown,neuron_cluster_0
Gm42670,downdown,neuron_cluster_0
Omd,downdown,neuron_cluster_0
Neurl3,downdown,neuron_cluster_0
Sp110,downdown,neuron_cluster_0
Kif20b,downdown,neuron_cluster_0
Igfals,downdown,neuron_cluster_0
Clspn,downdown,neuron_cluster_0
Efna1,downdown,neuron_cluster_0
Iqcf3,downdown,neuron_cluster_0
Sox7,downdown,neuron_cluster_0
Gm16499.1,downdown,neuron_cluster_0
Gm12695,downdown,neuron_cluster_0
H2-Eb1,downdown,neuron_cluster_0
Pde6h,downdown,neuron_cluster_0
Gm16838,downdown,neuron_cluster_0
Gm26747,downdown,neuron_cluster_0
Gm27201,downdown,neuron_cluster_0
Gm19299,downdown,neuron_cluster_0
Gm10030,downdown,neuron_cluster_0
Gm47719,downdown,neuron_cluster_0
Gm47865,downdown,neuron_cluster_0
Irak3,downdown,neuron_cluster_0
Gm26520,downdown,neuron_cluster_0
Psma8,downdown,neuron_cluster_0
Fzd10os,downdown,neuron_cluster_0
Gm34589,downdown,neuron_cluster_0
Rem1,downdown,neuron_cluster_0
Slamf6,downdown,neuron_cluster_0
Patl2,downdown,neuron_cluster_0
Zfp804b,downdown,neuron_cluster_0
Cacng4,downdown,neuron_cluster_0
Zfp781,downdown,neuron_cluster_0
mt-Co3,updown,neuron_cluster_0
Malat1,updown,neuron_cluster_0
Gnrh1,updown,neuron_cluster_0
Mbp,updown,neuron_cluster_0
Hcrt,downup,neuron_cluster_0
Ntm,downup,neuron_cluster_0
Enpp1,downup,neuron_cluster_0
Ebf3,downup,neuron_cluster_0
C230072F16Rik,downup,neuron_cluster_0
Abi3,downup,neuron_cluster_0
Adap2,downup,neuron_cluster_0
Atp8b5,downup,neuron_cluster_0
Gm39363,downup,neuron_cluster_0
Ptprk,downup,neuron_cluster_0
Rorb,downup,neuron_cluster_0
Lama1,downup,neuron_cluster_0
Sema5a,downup,neuron_cluster_0
Hba-a1,downup,neuron_cluster_0
Satb2,downup,neuron_cluster_0
Ntng1,downup,neuron_cluster_0
Calcr,downup,neuron_cluster_0
Efna5,downup,neuron_cluster_0
Phlpp1,downup,neuron_cluster_0
Gm16315,downup,neuron_cluster_0
Gm39027,downup,neuron_cluster_0
Ppef1,downup,neuron_cluster_0
Gm36569,downup,neuron_cluster_0
Dapp1,downup,neuron_cluster_0
Gm10602,downup,neuron_cluster_0
Moxd1,downup,neuron_cluster_0
Csta2,downup,neuron_cluster_0
Gm3716,downup,neuron_cluster_0
Myh11,downup,neuron_cluster_0
Folh1,downup,neuron_cluster_0
Abcc3,downup,neuron_cluster_0
Zfhx3,downup,neuron_cluster_0
Gria1,downup,neuron_cluster_0
